sample_idx,latency_ms
1,8.632499957457185
2,10.175292030908167
3,14.317625027615577
4,11.158457957208157
5,14.028624980710447
6,18.102708039805293
7,13.999209040775895
8,14.28158301860094
9,12.736333010252565
10,10.436249955091625
11,11.68175000930205
12,11.228666990064085
13,10.880750021897256
14,12.226208054926246
15,11.620541976299137
16,9.641583019401878
17,13.605000043753535
18,12.611874961294234
19,14.21074999962002
20,13.258750026579946
21,11.667250015307218
22,14.329665980767459
23,15.826207993086427
24,13.425624987576157
25,12.048458971548826
26,12.714791984762996
27,12.970792013220489
28,12.167458015028387
29,11.360666016116738
30,10.247333033476025
31,11.366749997250736
32,12.842833006288856
33,13.313041999936104
34,12.62329105520621
35,23.26237497618422
36,23.210667015518993
37,18.500124977435917
38,13.196459040045738
39,11.039292032364756
40,12.783458980266005
41,10.659084015060216
42,12.315790983848274
43,13.970542000606656
44,11.811665957793593
45,10.991709015797824
46,11.436834000051022
47,11.519792024046183
48,17.117207986302674
49,15.328958979807794
50,32.18358301091939
51,18.142166023608297
52,12.779749988112599
53,32.88845898350701
54,11.5542919957079
55,12.718125013634562
56,11.313458031509072
57,11.488916992675513
58,15.794500010088086
59,11.624042002949864
60,11.250082985498011
61,10.909875039942563
62,11.426999990362674
63,18.661500012967736
64,9.984917007386684
65,10.09908301057294
66,10.34979202086106
67,11.249916977249086
68,15.978500014171004
69,11.461707996204495
70,9.878916025627404
71,12.7962909755297
72,12.642667046748102
73,13.279292033985257
74,14.33370797894895
75,33.958833024371415
76,12.262624979484826
77,18.18416698370129
78,13.393291970714927
79,11.550040973816067
80,12.608958000782877
81,13.773125014267862
82,13.953874993603677
83,27.062625042162836
84,11.964542034547776
85,11.962082993704826
86,15.892124967649579
87,13.52475001476705
88,12.707540998235345
89,11.446000018622726
90,13.17170902621001
91,11.76399999530986
92,11.621791985817254
93,11.396207963116467
94,13.826542010065168
95,13.759416993707418
96,11.403875018004328
97,12.623167014680803
98,12.054249993525445
99,11.678291019052267
100,12.425000022631139
101,36.78395797032863
102,12.97691697254777
103,12.171167007181793
104,11.510999989695847
105,15.46820905059576
106,11.190416000317782
107,10.970332950819284
108,12.640166038181633
109,13.133457978256047
110,11.738583038095385
111,11.842917010653764
112,12.941249995492399
113,16.367957985494286
114,13.043666956946254
115,11.45258400356397
116,10.067208029795438
117,10.780333017464727
118,10.61166700674221
119,9.335957991424948
120,9.721249982248992
121,11.658125033136457
122,10.372792021371424
123,10.28245798079297
124,11.564582993742079
125,10.835708992090076
126,11.828707996755838
127,13.399292016401887
128,14.315167034510523
129,18.15608300967142
130,14.23862500814721
131,13.562374981120229
132,13.82254099007696
133,11.44791697151959
134,13.711915991734713
135,11.726291966624558
136,11.791665980126709
137,12.763709004502743
138,15.823292022105306
139,13.66200001211837
140,13.862457999493927
141,33.17295800661668
142,12.269166007172316
143,14.231499982997775
144,15.182457980699837
145,17.14954199269414
146,14.363958034664392
147,11.85012498172
148,13.653790985699743
149,12.198292009998113
150,10.771500004921108
151,12.712125026155263
152,10.794624977279454
153,12.82508298754692
154,12.894875020720065
155,11.26620901050046
156,10.849750018678606
157,12.783333018887788
158,12.69841700559482
159,13.479207991622388
160,12.387334019877017
161,10.136374970898032
162,10.558957990724593
163,11.453374987468123
164,9.367250022478402
165,11.198416003026068
166,12.065791001077741
167,10.644500027410686
168,10.660291998647153
169,10.835082968696952
170,12.258499977178872
171,11.661667027510703
172,11.486749979667366
173,9.5072909607552
174,11.537333019077778
175,11.62679202388972
176,11.269084003288299
177,10.248500038869679
178,12.541042000520974
179,9.433750004973263
180,14.325625030323863
181,11.900291952770203
182,10.609041957650334
183,10.793166991788894
184,13.91637499909848
185,11.122166994027793
186,14.018916990607977
187,10.622791014611721
188,11.178792046848685
189,10.849334008526057
190,17.1314170002006
191,11.014165997039527
192,10.952832992188632
193,9.858833975158632
194,10.773583024274558
195,11.595416988711804
196,11.372875014785677
197,11.16337499115616
198,10.350916010793298
199,13.40104197151959
200,13.317416014615446
201,12.663291010539979
202,13.03433399880305
203,13.960166950710118
204,10.816542024258524
205,14.42737499019131
206,12.606709031388164
207,11.338707990944386
208,12.515290989540517
209,10.477166972123086
210,10.969249997287989
211,12.586999975610524
212,12.736250006128103
213,12.527041020803154
214,12.330166005995125
215,10.902582958806306
216,11.448166973423213
217,15.010584029369056
218,13.3459169883281
219,15.244499954860657
220,12.623292044736445
221,13.630874978844076
222,12.166916043497622
223,11.42904197331518
224,11.976999987382442
225,11.2886669812724
226,13.592790986876935
227,11.231666954699904
228,13.198958011344075
229,10.868375014979392
230,11.236540973186493
231,13.910957961343229
232,10.546875011641532
233,12.70812499569729
234,11.015583004336804
235,12.15891697211191
236,13.105708989314735
237,10.209750034846365
238,11.949916020967066
239,15.531750046648085
240,12.593417020980269
241,12.082999979611486
242,13.198125001508743
243,11.15483301691711
244,12.61691696709022
245,13.811416982207447
246,10.587042022962123
247,14.40762501442805
248,11.938665993511677
249,9.658749972004443
250,11.615291994530708
251,12.265625002328306
252,10.110375005751848
253,29.144750034902245
254,17.619916005060077
255,18.014750035945326
256,15.206250012852252
257,13.966917002107948
258,12.627207965124398
259,14.005832956172526
260,12.102083011996001
261,11.804500012658536
262,10.231500025838614
263,12.925999995786697
264,9.366541053168476
265,11.783666966948658
266,15.1722920127213
267,12.426291999872774
268,8.452125010080636
269,8.946374990046024
270,11.420458962675184
271,11.550249997526407
272,9.396083012688905
273,11.377833026926965
274,10.236917005386204
275,13.594374991953373
276,10.265707969665527
277,10.176917014177889
278,9.383165976032615
279,9.838500001933426
280,14.58295900374651
281,11.03875000262633
282,10.757500014733523
283,13.429709011688828
284,10.924166010227054
285,9.50670801103115
286,10.35291701555252
287,9.414875006768852
288,9.702167008072138
289,10.647290968336165
290,12.86908402107656
291,12.425708002410829
292,12.368374969810247
293,13.641291996464133
294,12.239874980878085
295,12.889500008895993
296,35.54216696647927
297,13.35245801601559
298,11.386541998945177
299,13.735582993831486
300,11.774583021178842
301,15.668958018068224
302,12.204458005726337
303,11.442166985943913
304,11.697874986566603
305,10.92700002482161
306,12.046666990499943
307,11.828624992631376
308,13.004791981074959
309,12.649167038034648
310,11.655832990072668
311,12.155667005572468
312,12.186665961053222
313,12.12904101703316
314,13.378000003285706
315,13.230582990217954
316,11.362374993041158
317,14.36849997844547
318,13.577333011198789
319,10.192417015787214
320,11.824334040284157
321,9.824541979469359
322,12.750958965625614
323,9.239749982953072
324,10.586499993223697
325,9.21174994437024
326,10.543124983087182
327,11.534709017723799
328,12.232458044309169
329,11.494125006720424
330,12.495582981500775
331,12.519792013335973
332,12.789999949745834
333,9.68020799336955
334,10.679958970285952
335,11.782166955526918
336,10.335209022741765
337,10.47124998876825
338,13.968791987281293
339,10.773957998026162
340,11.923666985239834
341,10.504416946787387
342,10.554666980169713
343,11.795500002335757
344,10.649750009179115
345,11.168959026690573
346,12.130042014177889
347,13.058583019301295
348,14.715874975081533
349,12.297540961299092
350,13.650709006469697
351,12.471541995182633
352,10.443375038448721
353,12.024750001728535
354,13.428208010736853
355,11.0619580373168
356,11.478291999083012
357,11.673666012939066
358,12.387458002194762
359,14.245500031393021
360,15.700583055149764
361,11.996291985269636
362,12.666375027038157
363,13.688082981389016
364,24.981541035231203
365,13.84700002381578
366,17.76612503454089
367,12.612042017281055
368,15.839166997466236
369,10.973833035677671
370,13.307542016264051
371,12.735917000100017
372,12.301000009756535
373,13.442790950648487
374,11.59650000045076
375,12.958833016455173
376,12.916042003780603
377,11.50208298349753
378,13.12454103026539
379,13.947957952041179
380,19.08883295254782
381,16.352250007912517
382,13.069500040728599
383,15.281709027476609
384,11.622374993748963
385,10.587624972686172
386,12.389124953188002
387,13.026957982219756
388,11.793125013355166
389,12.478416960220784
390,13.028749963268638
391,13.564374996349216
392,13.023583043832332
393,13.180917012505233
394,11.440417030826211
395,13.154458021745086
396,10.599582979921252
397,11.725208023563027
398,12.178792036138475
399,13.400042022112757
400,14.372000005096197
401,15.10200003394857
402,12.03949999762699
403,14.71883401973173
404,14.980209001805633
405,15.144500008318573
406,13.77808302640915
407,12.748249981086701
408,12.210833025164902
409,12.152125011198223
